,raceId,year,round,circuitId,name_x,date,time_x,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverId,stop,lap,time_y,duration,milliseconds_x,driverRef,code,forename,surname,dob,nationality,resultId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds_y,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,circuitRef,name_y,location,country,lat,lng,alt,url,circuit_type,circuit_type_num
1971,952,2016,5,4,Spanish Grand Prix,2016-05-15,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,837,1,22,14:39:41,28.753,28753,haryanto,HAR,Rio,Haryanto,1993-01-22,Indonesian,23021,209,88,22,17,17,17,0.0,65,\N,\N,52,10,1:29.402,187.445,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1972,952,2016,5,4,Spanish Grand Prix,2016-05-15,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,837,2,48,15:20:28,26.186,26186,haryanto,HAR,Rio,Haryanto,1993-01-22,Indonesian,23021,209,88,22,17,17,17,0.0,65,\N,\N,52,10,1:29.402,187.445,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1973,973,2017,5,4,Spanish Grand Prix,2017-05-14,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,838,1,12,14:21:24,22.547,22547,vandoorne,VAN,Stoffel,Vandoorne,1992-03-26,Belgian,23476,1,2,20,\N,R,18,0.0,32,\N,\N,14,18,1:27.554,191.401,4,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1974,993,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,838,1,34,16:05:53,27.416,27416,vandoorne,VAN,Stoffel,Vandoorne,1992-03-26,Belgian,23876,1,2,11,\N,R,15,0.0,45,\N,\N,38,16,1:22.594,202.896,6,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1975,973,2017,5,4,Spanish Grand Prix,2017-05-14,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,1,16,14:26:51,22.616,22616,ocon,OCO,Esteban,Ocon,1996-09-17,French,23463,10,31,10,5,5,5,10.0,65,\N,\N,40,11,1:26.276,194.237,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1976,973,2017,5,4,Spanish Grand Prix,2017-05-14,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,2,34,14:53:58,22.643,22643,ocon,OCO,Esteban,Ocon,1996-09-17,French,23463,10,31,10,5,5,5,10.0,65,\N,\N,40,11,1:26.276,194.237,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1977,993,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,1,29,15:58:45,47.910,47910,ocon,OCO,Esteban,Ocon,1996-09-17,French,23877,10,31,13,\N,R,16,0.0,38,\N,\N,36,13,1:22.117,204.074,44,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1978,1036,2020,6,4,Spanish Grand Prix,2020-08-16,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,1,34,16:02:12,22.366,22366,ocon,OCO,Esteban,Ocon,1996-09-17,French,24738,4,31,15,13,13,13,0.0,65,\N,\N,65,10,1:22.174,203.933,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1979,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,839,1,23,15:37:33,22.798,22798,ocon,OCO,Esteban,Ocon,1996-09-17,French,25034,214,31,5,9,9,9,2.0,65,\N,\N,46,18,1:23.311,202.014,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1980,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,839,1,13,15:22:43,22.137,22137,ocon,OCO,Esteban,Ocon,1996-09-17,French,25512,214,31,12,7,7,7,6.0,66,+1:15.397,5915872,54,6,1:25.935,195.845,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1981,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,839,2,35,15:55:53,22.953,22953,ocon,OCO,Esteban,Ocon,1996-09-17,French,25512,214,31,12,7,7,7,6.0,66,+1:15.397,5915872,54,6,1:25.935,195.845,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1982,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,839,3,52,16:21:10,22.033,22033,ocon,OCO,Esteban,Ocon,1996-09-17,French,25512,214,31,12,7,7,7,6.0,66,+1:15.397,5915872,54,6,1:25.935,195.845,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1983,1105,2023,7,4,Spanish Grand Prix,2023-06-04,13:00:00,2023-06-02,11:30:00,2023-06-02,15:00:00,2023-06-03,10:30:00,2023-06-03,14:00:00,\N,\N,839,1,13,15:21:01,22.112,22112,ocon,OCO,Esteban,Ocon,1996-09-17,French,25973,214,31,6,8,8,8,4.0,66,+1:09.242,5347182,54,18,1:18.946,212.362,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1984,1105,2023,7,4,Spanish Grand Prix,2023-06-04,13:00:00,2023-06-02,11:30:00,2023-06-02,15:00:00,2023-06-03,10:30:00,2023-06-03,14:00:00,\N,\N,839,2,35,15:50:57,24.110,24110,ocon,OCO,Esteban,Ocon,1996-09-17,French,25973,214,31,6,8,8,8,4.0,66,+1:09.242,5347182,54,18,1:18.946,212.362,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1987,973,2017,5,4,Spanish Grand Prix,2017-05-14,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,1,12,14:21:16,22.100,22100,stroll,STR,Lance,Stroll,1998-10-29,Canadian,23474,3,18,18,16,16,16,0.0,64,\N,\N,50,16,1:26.838,192.980,12,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1988,973,2017,5,4,Spanish Grand Prix,2017-05-14,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,2,33,14:52:52,22.071,22071,stroll,STR,Lance,Stroll,1998-10-29,Canadian,23474,3,18,18,16,16,16,0.0,64,\N,\N,50,16,1:26.838,192.980,12,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1989,993,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,1,20,15:46:18,21.351,21351,stroll,STR,Lance,Stroll,1998-10-29,Canadian,23872,3,18,18,11,11,11,0.0,64,\N,\N,60,12,1:22.095,204.129,12,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1990,1014,2019,5,4,Spanish Grand Prix,2019-05-12,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,1,22,15:44:26,23.321,23321,stroll,STR,Lance,Stroll,1998-10-29,Canadian,24301,211,18,16,\N,R,19,0.0,44,\N,\N,28,20,1:23.226,201.355,4,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1991,1036,2020,6,4,Spanish Grand Prix,2020-08-16,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,1,27,15:51:47,22.351,22351,stroll,STR,Lance,Stroll,1998-10-29,Canadian,24729,211,18,5,4,4,4,12.0,65,\N,\N,56,8,1:22.024,204.306,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1992,1036,2020,6,4,Spanish Grand Prix,2020-08-16,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,2,42,16:13:17,22.388,22388,stroll,STR,Lance,Stroll,1998-10-29,Canadian,24729,211,18,5,4,4,4,12.0,65,\N,\N,56,8,1:22.024,204.306,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1993,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,840,1,22,15:36:15,21.756,21756,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25036,117,18,11,11,11,11,0.0,65,\N,\N,47,11,1:22.607,203.735,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1994,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,840,2,39,16:00:28,21.432,21432,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25036,117,18,11,11,11,11,0.0,65,\N,\N,47,11,1:22.607,203.735,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1995,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,840,1,14,15:24:34,22.833,22833,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25520,117,18,17,15,15,15,0.0,65,\N,\N,54,11,1:26.876,193.724,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1996,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,840,2,27,15:44:33,23.394,23394,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25520,117,18,17,15,15,15,0.0,65,\N,\N,54,11,1:26.876,193.724,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1997,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,840,3,46,16:13:18,23.812,23812,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25520,117,18,17,15,15,15,0.0,65,\N,\N,54,11,1:26.876,193.724,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1998,1105,2023,7,4,Spanish Grand Prix,2023-06-04,13:00:00,2023-06-02,11:30:00,2023-06-02,15:00:00,2023-06-03,10:30:00,2023-06-03,14:00:00,\N,\N,840,1,14,15:22:19,22.355,22355,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25971,117,18,5,6,6,6,8.0,66,+1:03.320,5341260,56,14,1:18.722,212.967,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
1999,1105,2023,7,4,Spanish Grand Prix,2023-06-04,13:00:00,2023-06-02,11:30:00,2023-06-02,15:00:00,2023-06-03,10:30:00,2023-06-03,14:00:00,\N,\N,840,2,34,15:49:34,23.371,23371,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25971,117,18,5,6,6,6,8.0,66,+1:03.320,5341260,56,14,1:18.722,212.967,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2002,1014,2019,5,4,Spanish Grand Prix,2019-05-12,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,841,1,6,15:21:55,22.381,22381,giovinazzi,GIO,Antonio,Giovinazzi,1993-12-14,Italian,24298,51,99,18,16,16,16,0.0,66,+47.691,5798134,64,15,1:21.833,204.782,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2003,1014,2019,5,4,Spanish Grand Prix,2019-05-12,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,841,2,41,16:12:09,23.507,23507,giovinazzi,GIO,Antonio,Giovinazzi,1993-12-14,Italian,24298,51,99,18,16,16,16,0.0,66,+47.691,5798134,64,15,1:21.833,204.782,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2004,1036,2020,6,4,Spanish Grand Prix,2020-08-16,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,841,1,21,15:43:48,22.243,22243,giovinazzi,GIO,Antonio,Giovinazzi,1993-12-14,Italian,24741,51,99,20,16,16,16,0.0,65,\N,\N,47,6,1:21.801,204.863,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2005,1036,2020,6,4,Spanish Grand Prix,2020-08-16,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,841,2,45,16:18:12,21.794,21794,giovinazzi,GIO,Antonio,Giovinazzi,1993-12-14,Italian,24741,51,99,20,16,16,16,0.0,65,\N,\N,47,6,1:21.801,204.863,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2006,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,841,1,8,15:15:06,54.673,54673,giovinazzi,GIO,Antonio,Giovinazzi,1993-12-14,Italian,25040,51,99,14,15,15,15,0.0,65,\N,\N,42,13,1:22.802,203.255,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2007,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,841,2,39,16:00:52,22.871,22871,giovinazzi,GIO,Antonio,Giovinazzi,1993-12-14,Italian,25040,51,99,14,15,15,15,0.0,65,\N,\N,42,13,1:22.802,203.255,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2008,1014,2019,5,4,Spanish Grand Prix,2019-05-12,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,842,1,22,15:43:55,22.563,22563,gasly,GAS,Pierre,Gasly,1996-02-07,French,24288,9,10,6,6,6,6,8.0,66,+19.576,5770019,57,6,1:20.536,208.080,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2009,1014,2019,5,4,Spanish Grand Prix,2019-05-12,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,842,2,46,16:18:00,22.095,22095,gasly,GAS,Pierre,Gasly,1996-02-07,French,24288,9,10,6,6,6,6,8.0,66,+19.576,5770019,57,6,1:20.536,208.080,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2010,1036,2020,6,4,Spanish Grand Prix,2020-08-16,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,842,1,21,15:43:20,22.241,22241,gasly,GAS,Pierre,Gasly,1996-02-07,French,24734,213,10,10,9,9,9,2.0,65,\N,\N,44,17,1:22.543,203.021,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2011,1036,2020,6,4,Spanish Grand Prix,2020-08-16,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,842,2,42,16:13:22,22.394,22394,gasly,GAS,Pierre,Gasly,1996-02-07,French,24734,213,10,10,9,9,9,2.0,65,\N,\N,44,17,1:22.543,203.021,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2012,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,842,1,18,15:30:37,28.042,28042,gasly,GAS,Pierre,Gasly,1996-02-07,French,25035,213,10,12,10,10,10,1.0,65,\N,\N,64,8,1:21.375,206.820,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2013,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,842,2,47,16:11:47,26.065,26065,gasly,GAS,Pierre,Gasly,1996-02-07,French,25035,213,10,12,10,10,10,1.0,65,\N,\N,64,8,1:21.375,206.820,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2014,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,842,1,10,15:18:27,22.008,22008,gasly,GAS,Pierre,Gasly,1996-02-07,French,25518,213,10,14,13,13,13,0.0,65,\N,\N,51,12,1:26.987,193.477,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2015,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,842,2,29,15:47:23,27.947,27947,gasly,GAS,Pierre,Gasly,1996-02-07,French,25518,213,10,14,13,13,13,0.0,65,\N,\N,51,12,1:26.987,193.477,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2016,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,842,3,46,16:13:00,21.838,21838,gasly,GAS,Pierre,Gasly,1996-02-07,French,25518,213,10,14,13,13,13,0.0,65,\N,\N,51,12,1:26.987,193.477,11,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2017,1105,2023,7,4,Spanish Grand Prix,2023-06-04,13:00:00,2023-06-02,11:30:00,2023-06-02,15:00:00,2023-06-03,10:30:00,2023-06-03,14:00:00,\N,\N,842,1,19,15:29:18,23.388,23388,gasly,GAS,Pierre,Gasly,1996-02-07,French,25975,214,10,10,10,10,10,1.0,66,+1:13.530,5351470,41,10,1:18.375,213.910,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2018,1105,2023,7,4,Spanish Grand Prix,2023-06-04,13:00:00,2023-06-02,11:30:00,2023-06-02,15:00:00,2023-06-03,10:30:00,2023-06-03,14:00:00,\N,\N,842,2,39,15:56:30,23.610,23610,gasly,GAS,Pierre,Gasly,1996-02-07,French,25975,214,10,10,10,10,10,1.0,66,+1:13.530,5351470,41,10,1:18.375,213.910,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2021,993,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,843,1,1,15:15:19,22.631,22631,brendon_hartley,HAR,Brendon,Hartley,1989-11-10,New Zealander,23873,5,28,20,12,12,12,0.0,64,\N,\N,63,10,1:21.439,205.773,12,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2022,993,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,843,2,33,16:04:40,22.472,22472,brendon_hartley,HAR,Brendon,Hartley,1989-11-10,New Zealander,23873,5,28,20,12,12,12,0.0,64,\N,\N,63,10,1:21.439,205.773,12,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2023,993,2018,5,4,Spanish Grand Prix,2018-05-13,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,844,1,20,15:46:09,21.995,21995,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,23871,15,16,14,10,10,10,1.0,64,\N,\N,51,14,1:22.122,204.062,12,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2024,1014,2019,5,4,Spanish Grand Prix,2019-05-12,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,844,1,25,15:47:53,23.646,23646,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,24287,6,16,5,5,5,5,10.0,66,+13.361,5763804,57,5,1:20.002,209.469,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2025,1014,2019,5,4,Spanish Grand Prix,2019-05-12,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,844,2,46,16:17:34,21.638,21638,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,24287,6,16,5,5,5,5,10.0,66,+13.361,5763804,57,5,1:20.002,209.469,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2026,1036,2020,6,4,Spanish Grand Prix,2020-08-16,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,844,1,29,15:54:45,22.274,22274,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,24745,6,16,9,\N,R,20,0.0,38,\N,\N,35,20,1:23.968,199.576,40,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2027,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,844,1,28,15:44:20,21.613,21613,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25029,6,16,4,4,4,4,12.0,66,+54.616,5642296,64,4,1:20.459,209.174,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2028,1055,2021,4,4,Spanish Grand Prix,2021-05-09,13:00:00,2021-05-07,\N,2021-05-07,\N,2021-05-08,\N,2021-05-08,\N,\N,\N,844,2,58,16:26:05,22.292,22292,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25029,6,16,4,4,4,4,12.0,66,+54.616,5642296,64,4,1:20.459,209.174,1,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
2029,1079,2022,6,4,Spanish Grand Prix,2022-05-22,13:00:00,2022-05-20,12:00:00,2022-05-20,15:00:00,2022-05-21,11:00:00,2022-05-21,14:00:00,\N,\N,844,1,21,15:34:08,21.794,21794,leclerc,LEC,Charles,Leclerc,1997-10-16,Monegasque,25525,6,16,1,\N,R,20,0.0,27,\N,\N,25,13,1:27.030,193.381,101,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,road circuit,1
