,raceId,year,round,circuitId,name_x,date,time_x,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,driverId,stop,lap,time_y,duration,milliseconds_x,driverRef,code,forename,surname,dob,nationality,resultId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds_y,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,circuitRef,name_y,location,country,lat,lng,alt,url,circuit_type
4608,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,826,2,33,14:53:29,24.363,24363,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,23221,5,26,16,\N,R,19,0.0,36,\N,\N,35,17,1:28.037,236.886,84,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4609,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,826,1,19,14:31:23,25.826,25826,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,23633,5,26,8,12,12,12,0.0,52,\N,\N,43,14,1:25.894,242.796,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4610,1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,826,1,28,15:53:53,24.479,24479,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,24484,5,26,12,\N,R,19,0.0,29,\N,\N,19,20,1:25.772,243.142,5,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4611,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,826,1,22,15:46:56,25.920,25920,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,24774,213,26,11,9,9,9,2.0,53,+22.208,6448264,44,10,1:24.479,246.863,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4612,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,826,2,26,15:55:12,25:24.139,1524139,kvyat,KVY,Daniil,Kvyat,1994-04-26,Russian,24774,213,26,11,9,9,9,2.0,53,+22.208,6448264,44,10,1:24.479,246.863,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4615,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,828,1,23,14:38:08,25.145,25145,ericsson,ERI,Marcus,Ericsson,1990-09-02,Swedish,23218,15,9,19,16,16,16,0.0,52,\N,\N,37,19,1:28.552,235.509,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4616,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,828,1,18,14:30:19,25.310,25310,ericsson,ERI,Marcus,Ericsson,1990-09-02,Swedish,23639,15,9,11,18,18,18,0.0,49,\N,\N,20,20,1:27.663,237.897,6,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4617,1002,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,828,1,1,15:15:50,29.992,29992,ericsson,ERI,Marcus,Ericsson,1990-09-02,Swedish,24057,15,9,18,15,15,15,0.0,52,\N,\N,46,15,1:24.767,246.024,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4618,1002,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,828,2,42,16:16:25,25.575,25575,ericsson,ERI,Marcus,Ericsson,1990-09-02,Swedish,24057,15,9,18,15,15,15,0.0,52,\N,\N,46,15,1:24.767,246.024,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4622,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,1,23,14:38:06,25.301,25301,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,23217,5,55,15,15,15,15,0.0,52,\N,\N,41,11,1:26.751,240.398,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4623,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,2,39,15:02:07,24.341,24341,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,23217,5,55,15,15,15,15,0.0,52,\N,\N,41,11,1:26.751,240.398,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4624,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,1,13,14:22:44,24.865,24865,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,23635,5,55,15,14,14,14,0.0,52,\N,\N,46,17,1:26.210,241.906,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4625,1002,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,1,39,16:11:32,25.774,25774,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,24050,4,55,7,8,8,8,4.0,53,+1:18.140,4692624,43,5,1:23.529,249.671,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4626,1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,1,27,15:52:12,27.010,27010,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,24485,1,55,7,\N,R,20,0.0,27,\N,\N,10,19,1:25.637,243.525,36,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4627,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,1,22,15:46:40,24.398,24398,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,24767,1,55,3,2,2,2,18.0,53,+0.415,6426471,40,2,1:23.882,248.620,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4628,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,832,2,26,15:54:58,25:22.369,1522369,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,24767,1,55,3,2,2,2,18.0,53,+0.415,6426471,40,2,1:23.882,248.620,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4629,1065,2021,14,14,Italian Grand Prix,2021-09-12,13:00:00,2021-09-10,\N,2021-09-11,\N,\N,\N,2021-09-10,\N,2021-09-11,\N,832,1,26,15:41:48,24.283,24283,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,25231,6,55,6,6,6,6,8.0,53,+10.535,4924900,53,8,1:25.559,243.747,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4630,1089,2022,16,14,Italian Grand Prix,2022-09-11,13:00:00,2022-09-09,12:00:00,2022-09-09,15:00:00,2022-09-10,11:00:00,2022-09-10,14:00:00,\N,\N,832,1,30,15:47:28,23.728,23728,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,25709,6,55,18,4,4,4,12.0,53,+5.061,4832572,41,4,1:24.446,246.960,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4631,1089,2022,16,14,Italian Grand Prix,2022-09-11,13:00:00,2022-09-09,12:00:00,2022-09-09,15:00:00,2022-09-10,11:00:00,2022-09-10,14:00:00,\N,\N,832,2,47,16:12:01,24.525,24525,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,25709,6,55,18,4,4,4,12.0,53,+5.061,4832572,41,4,1:24.446,246.960,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4632,1112,2023,14,14,Italian Grand Prix,2023-09-03,13:00:00,2023-09-01,11:30:00,2023-09-01,15:00:00,2023-09-02,10:30:00,2023-09-02,14:00:00,\N,\N,832,1,19,15:50:52,25.183,25183,sainz,SAI,Carlos,Sainz,1994-09-01,Spanish,26108,6,55,1,3,3,3,15.0,51,+11.193,4432336,30,3,1:25.501,243.912,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4635,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,831,1,2,14:07:30,27.786,27786,nasr,NAS,Felipe,Nasr,1992-08-21,Brazilian,23224,15,12,18,\N,R,22,0.0,6,\N,\N,\N,0,\N,\N,130,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4636,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,831,2,4,14:11:17,13:30.454,810454,nasr,NAS,Felipe,Nasr,1992-08-21,Brazilian,23224,15,12,18,\N,R,22,0.0,6,\N,\N,\N,0,\N,\N,130,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4637,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,831,3,5,14:26:32,36.594,36594,nasr,NAS,Felipe,Nasr,1992-08-21,Brazilian,23224,15,12,18,\N,R,22,0.0,6,\N,\N,\N,0,\N,\N,130,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4641,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,1,13,14:22:46,24.610,24610,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,23209,9,33,7,7,7,7,6.0,53,+54.236,4702325,50,8,1:26.405,241.361,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4642,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,2,35,14:55:22,23.827,23827,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,23209,9,33,7,7,7,7,6.0,53,+54.236,4702325,50,8,1:26.405,241.361,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4643,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,1,3,14:08:20,39.888,39888,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,23631,9,33,13,10,10,10,1.0,52,\N,\N,48,5,1:24.351,247.238,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4644,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,2,27,14:43:27,24.173,24173,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,23631,9,33,13,10,10,10,1.0,52,\N,\N,48,5,1:24.351,247.238,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4645,1002,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,1,26,15:52:26,24.003,24003,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,24047,9,33,5,5,5,5,10.0,53,+18.208,4632692,41,6,1:23.609,249.432,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4646,1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,1,1,15:14:58,31.211,31211,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,24473,9,33,19,8,8,8,4.0,53,+1:14.492,4601157,41,5,1:23.143,250.830,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4647,1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,2,27,15:52:30,24.303,24303,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,24473,9,33,19,8,8,8,4.0,53,+1:14.492,4601157,41,5,1:23.143,250.830,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4648,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,1,22,15:46:50,26.149,26149,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,24782,9,33,5,\N,R,17,0.0,30,\N,\N,10,17,1:25.539,243.804,131,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4649,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,830,2,26,15:55:08,25:22.796,1522796,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,24782,9,33,5,\N,R,17,0.0,30,\N,\N,10,17,1:25.539,243.804,131,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4650,1065,2021,14,14,Italian Grand Prix,2021-09-12,13:00:00,2021-09-10,\N,2021-09-11,\N,\N,\N,2021-09-10,\N,2021-09-11,\N,830,1,23,15:36:46,32.456,32456,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,25243,9,33,1,\N,R,18,0.0,25,\N,\N,25,5,1:25.173,244.852,4,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4651,1089,2022,16,14,Italian Grand Prix,2022-09-11,13:00:00,2022-09-09,12:00:00,2022-09-09,15:00:00,2022-09-10,11:00:00,2022-09-10,14:00:00,\N,\N,830,1,25,15:39:43,23.791,23791,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,25706,9,1,7,1,1,1,25.0,53,1:20:27.511,4827511,38,6,1:24.745,246.088,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4652,1089,2022,16,14,Italian Grand Prix,2022-09-11,13:00:00,2022-09-09,12:00:00,2022-09-09,15:00:00,2022-09-10,11:00:00,2022-09-10,14:00:00,\N,\N,830,2,48,16:13:04,24.091,24091,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,25706,9,1,7,1,1,1,25.0,53,1:20:27.511,4827511,38,6,1:24.745,246.088,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4653,1112,2023,14,14,Italian Grand Prix,2023-09-03,13:00:00,2023-09-01,11:30:00,2023-09-01,15:00:00,2023-09-02,10:30:00,2023-09-02,14:00:00,\N,\N,830,1,20,15:52:13,24.228,24228,max_verstappen,VER,Max,Verstappen,1997-09-30,Dutch,26106,9,1,2,1,1,1,25.0,51,1:13:41.143,4421143,33,2,1:25.240,244.659,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4655,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,836,1,16,14:27:29,25.962,25962,wehrlein,WEH,Pascal,Wehrlein,1994-10-18,German,23222,209,94,13,\N,R,20,0.0,26,\N,\N,18,20,1:28.723,235.055,44,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4656,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,836,1,20,14:33:19,25.212,25212,wehrlein,WEH,Pascal,Wehrlein,1994-10-18,German,23637,15,94,12,16,16,16,0.0,51,\N,\N,47,18,1:26.547,240.965,12,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4657,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,835,1,2,14:06:49,33.275,33275,jolyon_palmer,PAL,Jolyon,Palmer,1991-01-20,British,23223,4,30,20,\N,R,21,0.0,7,\N,\N,4,21,1:31.361,228.268,130,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4658,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,835,1,25,14:40:16,31.008,31008,jolyon_palmer,PAL,Jolyon,Palmer,1991-01-20,British,23641,4,30,17,\N,R,20,0.0,29,\N,\N,27,12,1:25.752,243.198,5,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4659,1002,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,838,1,24,15:50:24,24.094,24094,vandoorne,VAN,Stoffel,Vandoorne,1992-03-26,Belgian,24054,1,2,17,12,12,12,0.0,52,\N,\N,52,13,1:24.504,246.790,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4660,961,2016,14,14,Italian Grand Prix,2016-09-04,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,1,32,14:52:20,25.539,25539,ocon,OCO,Esteban,Ocon,1996-09-17,French,23220,209,31,22,18,18,18,0.0,51,\N,\N,51,18,1:28.534,235.556,12,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4661,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,1,16,14:26:42,24.432,24432,ocon,OCO,Esteban,Ocon,1996-09-17,French,23627,10,31,3,6,6,6,8.0,53,+1:11.528,4603840,53,11,1:25.054,243.482,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4662,1002,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,1,38,16:09:51,24.827,24827,ocon,OCO,Esteban,Ocon,1996-09-17,French,24048,10,31,8,6,6,6,8.0,53,+57.761,4672245,48,12,1:24.243,247.555,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4663,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,1,22,15:46:55,25.290,25290,ocon,OCO,Esteban,Ocon,1996-09-17,French,24773,4,31,12,8,8,8,4.0,53,+18.691,6444747,52,11,1:24.490,246.831,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4664,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,839,2,26,15:55:10,25:23.223,1523223,ocon,OCO,Esteban,Ocon,1996-09-17,French,24773,4,31,12,8,8,8,4.0,53,+18.691,6444747,52,11,1:24.490,246.831,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4665,1065,2021,14,14,Italian Grand Prix,2021-09-12,13:00:00,2021-09-10,\N,2021-09-11,\N,\N,\N,2021-09-10,\N,2021-09-11,\N,839,1,26,15:42:10,30.333,30333,ocon,OCO,Esteban,Ocon,1996-09-17,French,25235,214,31,12,10,10,10,1.0,53,+20.868,4935233,53,9,1:25.566,243.727,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4666,1089,2022,16,14,Italian Grand Prix,2022-09-11,13:00:00,2022-09-09,12:00:00,2022-09-09,15:00:00,2022-09-10,11:00:00,2022-09-10,14:00:00,\N,\N,839,1,19,15:31:50,24.336,24336,ocon,OCO,Esteban,Ocon,1996-09-17,French,25716,214,31,14,11,11,11,0.0,53,+8.323,4835834,37,11,1:26.593,240.837,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4667,1112,2023,14,14,Italian Grand Prix,2023-09-03,13:00:00,2023-09-01,11:30:00,2023-09-01,15:00:00,2023-09-02,10:30:00,2023-09-02,14:00:00,\N,\N,839,1,24,15:58:45,24.249,24249,ocon,OCO,Esteban,Ocon,1996-09-17,French,26124,214,31,18,\N,R,19,0.0,39,\N,\N,33,19,1:26.963,239.812,38,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4668,981,2017,13,14,Italian Grand Prix,2017-09-03,12:00:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,1,17,14:28:09,26.131,26131,stroll,STR,Lance,Stroll,1998-10-29,Canadian,23628,3,18,2,7,7,7,6.0,53,+1:14.156,4606468,51,10,1:25.625,243.559,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4669,1002,2018,14,14,Italian Grand Prix,2018-09-02,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,1,35,16:05:54,26.440,26440,stroll,STR,Lance,Stroll,1998-10-29,Canadian,24051,3,18,10,9,9,9,2.0,52,\N,\N,52,9,1:24.056,248.106,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4670,1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,1,15,15:35:16,18.838,18838,stroll,STR,Lance,Stroll,1998-10-29,Canadian,24477,211,18,9,12,12,12,0.0,52,\N,\N,31,12,1:24.165,247.784,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4671,1023,2019,14,14,Italian Grand Prix,2019-09-08,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,2,22,15:45:38,24.419,24419,stroll,STR,Lance,Stroll,1998-10-29,Canadian,24477,211,18,9,12,12,12,0.0,52,\N,\N,31,12,1:24.165,247.784,11,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4672,1038,2020,8,14,Italian Grand Prix,2020-09-06,13:10:00,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,840,1,26,15:54:52,25:17.308,1517308,stroll,STR,Lance,Stroll,1998-10-29,Canadian,24768,211,18,8,3,3,3,15.0,53,+3.358,6429414,42,3,1:23.897,248.576,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4673,1065,2021,14,14,Italian Grand Prix,2021-09-12,13:00:00,2021-09-10,\N,2021-09-11,\N,\N,\N,2021-09-10,\N,2021-09-11,\N,840,1,25,15:40:09,24.846,24846,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25232,117,18,9,7,7,7,6.0,53,+15.804,4930169,52,13,1:25.853,242.912,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4674,1089,2022,16,14,Italian Grand Prix,2022-09-11,13:00:00,2022-09-09,12:00:00,2022-09-09,15:00:00,2022-09-10,11:00:00,2022-09-10,14:00:00,\N,\N,840,1,18,15:30:22,24.254,24254,stroll,STR,Lance,Stroll,1998-10-29,Canadian,25723,117,18,12,\N,R,18,0.0,39,\N,\N,34,19,1:27.467,238.430,5,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
4675,1112,2023,14,14,Italian Grand Prix,2023-09-03,13:00:00,2023-09-01,11:30:00,2023-09-01,15:00:00,2023-09-02,10:30:00,2023-09-02,14:00:00,\N,\N,840,1,20,15:52:50,25.667,25667,stroll,STR,Lance,Stroll,1998-10-29,Canadian,26121,117,18,20,16,16,16,0.0,51,+1:27.266,4508409,31,17,1:26.617,240.770,1,monza,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,162,http://en.wikipedia.org/wiki/Autodromo_Nazionale_Monza,race circuit
