ID,Disbursement Date,Loan Status,Loan Amount,Outstanding Balance,Outstanding Principal,Interest Rate,Loan Term (Months),Date of Birth,Gender,Province,Residential Status,Stated Income on application,"Qualified / Verified
Income",Aptitude for change Score,Financial Literacy Score,Self Assessments,Quiz Count,Mood Count,Inspiration Count,Total Activies,Average total activities per month,Average activities per day,Debt_to_Income_Ratio,Remaining_Loan_Percentage,Loan_to_Income_Ratio,Monthly_Repayment_Burden,Consistency_Score,Age,Elapsed_Months,Remaining_Tenure,Cluster
14841,2023-11-02,Active,9100.0,11508.13,7956.27,0.2499,37,2002-04-20,FEMALE,NB,RENTER,64000,61000,3.83,2.0,11.0,85.0,4.0,4.0,104.0,9.1228,0.3041,0.13043065573770493,1.2646296703296702,0.14918032786885246,311.0305405405405,0.03333406410312623,22,12,25,0
14847,2023-11-03,Active,24300.0,34402.13,21689.31,0.2499,60,1990-02-14,FEMALE,ON,RENTER,72000,72000,4.33,3.0,11.0,85.0,63.0,22.0,181.0,15.9238,0.5308,0.3012404166666667,1.415725514403292,0.3375,573.3688333333333,0.033333751993870814,34,12,48,3
14897,2023-11-13,Active,20000.0,29784.72,17867.94,0.2799,60,1978-01-14,FEMALE,ON,RENTER,86000,89000,2.83,4.0,11.0,78.0,11.0,6.0,106.0,9.6073,0.3202,0.20076337078651685,1.489236,0.2247191011235955,496.41200000000003,0.03332882287427268,46,12,48,0
14910,2023-11-20,Active,20000.0,30871.06,17656.37,0.2999,60,1977-06-26,FEMALE,ON,RENTER,86200,95000,3.5,4.0,11.0,85.0,4.0,0.0,100.0,9.2593,0.3086,0.18585652631578947,1.5435530000000002,0.21052631578947367,514.5176666666667,0.03332865335392524,47,12,48,0
14913,2023-11-20,Active,17720.0,28242.48,16250.25,0.2999,60,1984-03-06,FEMALE,SK,HOME OWNER,65900,65900,4.0,3.0,11.0,80.0,7.0,2.0,100.0,9.2593,0.3086,0.24658952959028832,1.5938194130925507,0.2688922610015175,470.70799999999997,0.03332865335392524,40,12,48,0
14943,2023-11-24,Active,13900.0,20043.4,12536.09,0.2499,60,1976-04-12,MALE,ON,RENTER,48500,44000,4.67,3.0,3.0,8.0,0.0,0.0,11.0,1.0313,0.0344,0.28491113636363635,1.4419712230215829,0.3159090909090909,334.0566666666667,0.03335595849898186,48,11,49,3
15105,2023-11-24,Active,15500.0,22808.97,14025.93,0.2599,60,1999-03-21,MALE,ON,LIVE WITH FAMILY,54000,53800,4.5,2.0,2.0,1.0,0.0,0.0,3.0,0.2813,0.0094,0.2607050185873606,1.4715464516129033,0.28810408921933084,380.14950000000005,0.03341628154994668,25,11,49,3
15113,2023-11-27,Active,6100.0,6458.09,4808.14,0.2899,36,1986-07-07,MALE,BC,LIVE WITH FAMILY,64000,63000,4.33,4.0,11.0,79.0,4.0,1.0,95.0,8.9905,0.2997,0.07631968253968255,1.0587032786885247,0.09682539682539683,179.39138888888888,0.033335187141983205,38,11,25,0
15138,2023-11-27,Active,12725.0,19648.76,11357.79,0.2999,60,1969-10-07,MALE,ON,RENTER,58240,58300,4.5,5.0,9.0,1.0,0.0,0.0,10.0,0.9494,0.0316,0.194816295025729,1.5441068762278978,0.21826758147512865,327.47933333333333,0.03328417948177797,55,11,49,0
15143,2023-11-30,Active,11000.0,16925.9,9930.99,0.2799,60,1983-03-25,FEMALE,ON,RENTER,72308,72300,4.0,3.0,11.0,74.0,2.0,0.0,87.0,8.3121,0.2771,0.13735809128630705,1.5387181818181819,0.15214384508990317,282.09833333333336,0.03333694252956534,41,11,49,0
15300,2023-12-15,Active,22700.0,35722.95,20801.0,0.2899,60,1986-06-20,FEMALE,BC,LIVE WITH FAMILY,122000,96000,3.33,5.0,4.0,10.0,4.0,1.0,19.0,1.9064,0.0635,0.21667708333333333,1.5736982378854625,0.23645833333333333,595.3824999999999,0.0333088543852287,38,11,49,0
15353,2023-12-11,Active,18150.0,29035.43,16629.6,0.2999,60,1987-09-07,MALE,ON,RENTER,80000,80000,3.17,4.0,10.0,74.0,5.0,3.0,92.0,9.1089,0.3036,0.20786999999999997,1.5997482093663913,0.226875,483.92383333333333,0.0333300398511346,37,11,49,0
15360,2024-03-08,Active,21900.0,33676.11,20206.53,0.2599,60,1993-05-12,MALE,ON,RENTER,54000,49000,3.5,4.0,5.0,51.0,8.0,3.0,67.0,9.3488,0.3116,0.4123781632653061,1.537721917808219,0.44693877551020406,561.2685,0.03333048091733698,31,8,52,3
15439,2023-12-20,Active,13000.0,20729.24,11938.1,0.2899,60,1983-05-14,FEMALE,ON,RENTER,60000,60000,3.33,3.0,10.0,73.0,3.0,1.0,87.0,8.8776,0.2959,0.19896833333333333,1.5945569230769232,0.21666666666666667,345.48733333333337,0.033331080472199695,41,11,49,0
15477,2023-12-21,Active,13500.0,20637.71,12373.84,0.2699,60,2000-01-17,MALE,ON,RENTER,70000,69001,4.33,4.0,9.0,54.0,7.0,6.0,76.0,7.7816,0.2594,0.1793284155302097,1.5287192592592591,0.1956493384153853,343.96183333333335,0.03333504677701244,24,11,49,0
15515,2023-12-28,Active,14000.0,22481.31,12817.23,0.2999,60,1987-09-21,MALE,ON,RENTER,70000,72000,5.0,1.0,0.0,15.0,0.0,0.0,15.0,1.5734,0.0524,0.17801708333333333,1.6058078571428573,0.19444444444444445,374.68850000000003,0.03330367357315368,37,10,50,0
15527,2023-12-22,Active,6700.0,10257.07,6073.24,0.2799,60,1981-05-20,FEMALE,BC,RENTER,90963,93000,3.83,3.0,10.0,34.0,7.0,2.0,53.0,5.4452,0.1815,0.06530365591397849,1.5309059701492538,0.07204301075268817,170.95116666666667,0.03333210901344303,43,11,49,0
15531,2023-12-28,Active,19600.0,32652.29,18530.79,0.2999,55,1981-09-24,MALE,ON,RENTER,126125,117450,4.5,3.0,8.0,46.0,0.0,0.0,54.0,5.6643,0.1888,0.15777598978288634,1.6659331632653063,0.1668795232013623,593.678,0.03333156789011881,43,10,45,0
15574,2024-01-03,Active,19300.0,31813.03,17872.28,0.2999,60,1984-03-16,MALE,AB,RENTER,90000,90000,4.0,3.0,3.0,9.0,0.0,0.0,12.0,1.2857,0.0429,0.19858088888888886,1.6483435233160622,0.21444444444444444,530.2171666666667,0.033367037411526794,40,10,50,0
15583,2023-12-20,Active,9800.0,15398.46,9019.81,0.2799,60,1993-01-25,MALE,AB,RENTER,56000,56000,4.5,5.0,10.0,76.0,0.0,0.0,86.0,8.7755,0.2925,0.1610680357142857,1.5712714285714284,0.175,256.64099999999996,0.03333143410631873,31,11,49,0
15592,2023-12-21,Active,11260.0,18424.73,10350.73,0.2999,60,1994-08-22,MALE,ON,RENTER,53664,53700,4.5,3.0,9.0,71.0,2.0,0.0,82.0,8.3959,0.2799,0.1927510242085661,1.6362992895204262,0.20968342644320298,307.0788333333333,0.033337700544313294,30,11,49,0
15641,2024-01-11,Active,6500.0,10028.33,5987.62,0.2699,60,1967-09-08,MALE,NFLD,LIVE WITH FAMILY,35000,35000,4.67,3.0,9.0,70.0,13.0,3.0,95.0,10.4779,0.3493,0.17107485714285714,1.54282,0.18571428571428572,167.13883333333334,0.03333683276229015,57,10,50,0
15734,2024-01-11,Active,20000.0,31120.92,17660.47,0.2999,60,1988-09-09,FEMALE,ON,RENTER,82500,80500,3.5,4.0,9.0,71.0,1.0,4.0,85.0,9.375,0.3125,0.21938472049689442,1.5560459999999998,0.2484472049689441,518.682,0.03333333333333333,36,10,50,0
15744,2024-01-10,Active,5640.0,8751.58,5136.78,0.2799,60,1991-03-18,FEMALE,NB,RENTER,45000,45000,3.5,4.0,9.0,69.0,2.0,3.0,83.0,9.1209,0.304,0.11415066666666666,1.5516985815602837,0.12533333333333332,145.85966666666667,0.0333300441842362,33,10,50,0
15806,2024-01-18,Active,13000.0,20617.37,12049.76,0.2799,60,2001-11-09,FEMALE,NS,LIVE WITH FAMILY,33000,41900,4.17,3.0,9.0,70.0,0.0,0.0,79.0,8.9434,0.2981,0.2875837708830549,1.5859515384615384,0.31026252983293556,343.6228333333333,0.03333184247601583,23,10,50,3
15837,2024-01-18,Active,7000.0,9624.58,5529.92,0.2899,60,1993-07-31,FEMALE,ON,RENTER,36678,36700,4.33,3.0,11.0,70.0,60.0,14.0,155.0,17.5472,0.5849,0.15067901907356948,1.37494,0.1907356948228883,160.40966666666665,0.03333295340567156,31,10,50,0
15880,2024-01-16,Active,20000.0,32699.05,18557.35,0.2999,60,1981-10-25,MALE,ON,RENTER,95500,92800,2.67,3.0,9.0,70.0,16.0,5.0,100.0,11.236,0.3745,0.19997144396551722,1.6349525,0.21551724137931033,544.9841666666666,0.033330366678533285,43,10,50,0
15935,2024-03-18,Active,12600.0,21474.22,11913.75,0.2999,60,1984-03-15,MALE,ON,LIVE WITH FAMILY,49000,49000,2.83,3.0,7.0,52.0,1.0,0.0,60.0,8.7805,0.2927,0.2431377551020408,1.7043031746031747,0.2571428571428571,357.9036666666667,0.03333523147884517,40,8,52,0
15951,2024-02-12,Active,12900.0,20223.18,11973.4,0.2699,60,1982-08-03,FEMALE,AB,RENTER,90200,90200,3.5,4.0,8.0,59.0,0.0,0.0,67.0,8.375,0.2792,0.13274279379157428,1.5676883720930233,0.14301552106430154,337.053,0.03333731343283582,42,9,51,0
15955,2024-01-23,Active,10670.0,17633.78,9961.88,0.2999,60,1999-12-28,MALE,ON,LIVE WITH FAMILY,63000,63000,3.17,3.0,9.0,59.0,31.0,14.0,113.0,13.0385,0.4346,0.15812507936507936,1.6526504217432052,0.16936507936507936,293.8963333333333,0.03333205506768416,25,9,51,0
15989,2024-01-19,Active,16500.0,27297.84,15421.86,0.2999,60,1994-10-16,MALE,ON,RENTER,83733,45000,4.17,3.0,10.0,59.0,0.0,1.0,70.0,7.9545,0.2652,0.342708,1.6544145454545454,0.36666666666666664,454.964,0.033339619083537615,30,10,50,3
15992,2024-01-25,Active,16500.0,25213.65,15252.89,0.2599,60,1988-01-02,FEMALE,SK,LIVE WITH FAMILY,72431,62200,4.5,5.0,9.0,62.0,8.0,10.0,89.0,10.3488,0.345,0.2452233118971061,1.5281,0.2652733118971061,420.2275,0.03333719851576994,36,9,51,0
16138,2024-02-12,Active,10500.0,16301.91,9652.01,0.2699,60,1992-12-21,FEMALE,AB,RENTER,50000,45000,4.0,2.0,7.0,58.0,4.0,2.0,71.0,8.875,0.2958,0.2144891111111111,1.5525628571428571,0.23333333333333334,271.6985,0.033329577464788734,32,9,51,0
16248,2024-02-27,Active,11700.0,18033.5,10970.77,0.2499,60,1982-06-18,MALE,ON,RENTER,85085,86400,3.17,4.0,8.0,61.0,0.0,0.0,69.0,9.2,0.3067,0.12697650462962964,1.5413247863247863,0.13541666666666666,300.55833333333334,0.03333695652173913,42,8,52,0
16277,2024-02-27,Active,10800.0,16646.64,10126.89,0.2499,60,1991-04-12,MALE,ON,RENTER,115000,110000,4.5,4.0,7.0,45.0,0.0,0.0,52.0,6.9333,0.2311,0.09206263636363636,1.5413555555555556,0.09818181818181818,277.444,0.03333189101870682,33,8,52,0
16350,2024-03-04,Active,25000.0,38377.14,23346.45,0.2499,60,1980-08-28,FEMALE,AB,HOME OWNER,37000,43000,4.17,5.0,7.0,51.0,0.0,0.0,58.0,7.9452,0.2648,0.5429406976744187,1.5350856,0.5813953488372093,639.619,0.03332829884710265,44,8,52,3
16377,2024-02-29,Active,20000.0,30742.21,18775.62,0.2499,54,1985-02-25,FEMALE,AB,RENTER,80500,80500,3.67,3.0,8.0,60.0,1.0,3.0,72.0,9.6861,0.3229,0.2332375155279503,1.5371105,0.2484472049689441,569.3001851851851,0.03333643055512539,39,8,46,0
16436,2024-03-07,Active,15600.0,25320.8,14607.76,0.2799,60,1998-10-28,MALE,BC,LIVE WITH FAMILY,229000,229000,3.33,4.0,0.0,1.0,0.0,0.0,1.0,0.1389,0.0046,0.06378934497816593,1.623128205128205,0.06812227074235808,422.0133333333333,0.03311735061195104,26,8,52,0
16499,2024-03-08,Active,8200.0,6575.47,4811.15,0.2699,36,1990-01-23,FEMALE,BC,RENTER,52000,52000,3.17,3.0,3.0,4.0,0.0,0.0,7.0,0.9767,0.0326,0.09252211538461538,0.8018865853658537,0.1576923076923077,182.65194444444444,0.033377700419780894,34,8,28,0
16562,2024-03-15,Active,8000.0,9778.86,6998.12,0.2899,36,1997-11-12,FEMALE,ON,RENTER,56000,55000,3.0,2.0,9.0,54.0,14.0,5.0,82.0,11.8269,0.3942,0.12723854545454547,1.2223575,0.14545454545454545,271.635,0.03333079674301803,27,8,28,0
16613,2024-03-22,Active,20000.0,34170.6,18957.11,0.2999,60,1978-03-27,MALE,ON,RENTER,96253,96300,4.0,2.0,7.0,20.0,0.0,0.0,27.0,4.0299,0.1343,0.19685472481827623,1.7085299999999999,0.20768431983385255,569.51,0.033325888979875436,46,7,53,0
16644,2024-03-25,Active,7850.0,12871.54,7393.87,0.2799,60,1999-09-07,MALE,AB,RENTER,45000,43000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17195046511627907,1.6396866242038217,0.18255813953488373,214.5256666666667,0.0,25,7,53,2
16669,2024-03-28,Active,20000.0,33827.0,19010.56,0.2899,60,1985-04-17,MALE,AB,RENTER,115000,115000,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.4615,0.0154,0.16530921739130436,1.69135,0.17391304347826086,563.7833333333333,0.033369447453954496,39,7,53,0
16678,2024-04-29,Active,10900.0,17324.5,10375.26,0.2499,60,1968-06-27,FEMALE,ON,RENTER,117000,117000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0886774358974359,1.5894036697247707,0.09316239316239316,288.7416666666667,0.0,56,6,54,2
16871,2024-04-16,Active,5300.0,6956.76,4802.0,0.2999,36,1991-02-23,FEMALE,BC,RENTER,90000,85000,4.5,3.0,4.0,41.0,0.0,0.0,45.0,7.6705,0.2557,0.05649411764705883,1.3125962264150943,0.06235294117647059,193.24333333333334,0.033335506159963495,33,7,29,0
16892,2024-04-18,Active,8000.0,10097.15,7155.66,0.2899,36,2000-05-14,MALE,BC,RENTER,75000,55000,3.83,3.0,6.0,47.0,10.0,4.0,67.0,11.5517,0.3851,0.13010290909090907,1.26214375,0.14545454545454545,280.4763888888889,0.03333708458495286,24,7,29,0
16933,2024-04-29,Active,15800.0,26108.41,15075.6,0.2699,60,1991-08-17,MALE,ON,RENTING,62400,62400,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.184,0.0061,0.24159615384615385,1.6524310126582278,0.2532051282051282,435.1401666666667,0.03315217391304348,33,6,54,0
16937,2024-04-29,Active,20000.0,34523.42,19232.58,0.2899,60,1979-12-14,MALE,ON,LIVE WITH FAMILY,42000,48000,3.17,2.0,7.0,47.0,24.0,2.0,80.0,14.7239,0.4908,0.40067875000000003,1.726171,0.4166666666666667,575.3903333333333,0.03333355972262784,45,6,54,3
16961,2024-04-29,Active,11850.0,20676.61,11408.21,0.2899,60,1997-11-13,MALE,ON,RENTING,110000,65000,5.0,2.0,5.0,1.0,0.0,0.0,6.0,1.1111,0.037,0.17551092307692306,1.7448616033755275,0.1823076923076923,344.61016666666666,0.03330033300333003,27,6,54,0
17016,2024-04-29,Active,13300.0,1887.07,1130.48,0.2499,60,1986-08-20,FEMALE,AB,LIVE WITH FAMILY,103000,95000,4.67,1.0,6.0,38.0,2.0,2.0,48.0,8.8344,0.2945,0.01189978947368421,0.14188496240601503,0.14,31.451166666666666,0.03333559721090283,38,6,54,1
17026,2024-04-30,Active,19200.0,33116.81,18448.75,0.2899,60,1981-09-27,MALE,ON,RENTING,87765,87800,1.83,3.0,6.0,40.0,38.0,15.0,99.0,18.3333,0.6111,0.21012243735763098,1.7248338541666666,0.21867881548974943,551.9468333333333,0.03333278787779614,43,6,54,0
17128,2024-05-08,Active,17000.0,28855.37,16210.66,0.2799,60,1976-01-25,FEMALE,BC,RENTING,105000,105000,4.17,5.0,5.0,39.0,3.0,1.0,48.0,9.3506,0.3117,0.1543872380952381,1.697374705882353,0.1619047619047619,480.9228333333333,0.033334759266785016,48,6,54,0
17193,2024-05-10,Active,20500.0,34904.9,19711.24,0.2799,60,1995-04-23,MALE,ON,RENTING,52000,52000,3.83,4.0,0.0,1.0,0.0,0.0,1.0,0.1974,0.0066,0.3790623076923077,1.7026780487804878,0.3942307692307692,581.7483333333333,0.03343465045592705,29,6,54,3
17343,2024-05-27,Active,15550.0,26606.04,15087.32,0.2699,60,1998-05-15,MALE,AB,LIVE WITH FAMILY,52000,52000,4.5,4.0,4.0,31.0,0.0,1.0,36.0,8.0,0.2667,0.2901407692307692,1.7109993569131834,0.29903846153846153,443.434,0.0333375,26,5,55,3
17388,2024-05-29,Active,15900.0,28790.9,15452.58,0.2999,60,1977-07-17,FEMALE,MB,RENTING,120000,92100,3.33,4.0,5.0,27.0,0.0,0.0,32.0,7.2727,0.2424,0.16778045602605862,1.810748427672956,0.17263843648208468,479.84833333333336,0.0333301249879687,47,5,55,0
17525,2024-06-07,Active,4745.0,5997.87,4337.29,0.2599,36,1993-05-25,MALE,BC,RENTER,80000,74800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057985160427807485,1.2640400421496312,0.06343582887700534,166.6075,0.0,31,5,31,2
17684,2024-07-02,Active,20000.0,36658.28,19621.3,0.2999,60,1995-05-04,FEMALE,ON,RENTER,42848,42800,4.33,2.0,3.0,24.0,0.0,0.0,27.0,8.1818,0.2727,0.4584415887850467,1.832914,0.4672897196261682,610.9713333333333,0.03333007406683126,29,4,56,3
17705,2024-06-28,Active,10400.0,17118.31,10093.28,0.2499,60,1980-01-04,FEMALE,ON,RENTER,52000,52000,3.67,2.0,3.0,8.0,0.0,0.0,11.0,3.2039,0.1068,0.19410153846153846,1.6459913461538462,0.2,285.3051666666667,0.03333437373201411,44,4,56,0
17737,2024-06-28,Active,14400.0,26543.72,14110.68,0.2999,60,1997-05-14,FEMALE,AB,RENTER,46000,44880,3.5,3.0,0.0,1.0,0.0,0.0,1.0,0.2913,0.0097,0.3144090909090909,1.843313888888889,0.32085561497326204,442.3953333333333,0.033299004462753176,27,4,56,3
17745,2024-06-28,Active,9681.5,17265.34,9240.12,0.2999,60,2000-03-26,FEMALE,BC,RENTER,62000,62100,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.8738,0.0291,0.14879420289855075,1.7833331611837009,0.15590177133655395,287.7556666666667,0.03330281528953994,24,4,56,0
17776,2024-07-09,Active,5013.0,8965.99,4887.5,0.2899,60,1986-08-18,MALE,NS,LIVE WITH FAMILY,39900,35000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13964285714285715,1.7885477757829642,0.14322857142857143,149.43316666666666,0.0,38,4,56,2
17797,2024-07-11,Active,25000.0,44043.35,24453.85,0.2799,60,1998-05-28,MALE,NFLD,HOME OWNER,120000,120000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2037820833333333,1.761734,0.20833333333333334,734.0558333333333,0.0,26,4,56,2
17926,2024-07-15,Active,20000.0,35730.03,19391.84,0.2899,60,2001-12-13,MALE,ON,LIVE WITH FAMILY,70000,70000,5.0,1.0,3.0,15.0,0.0,0.0,18.0,6.2791,0.2093,0.2770262857142857,1.7865015,0.2857142857142857,595.5005,0.033332802471691805,23,4,56,3
18048,2024-07-22,Active,11000.0,19581.89,10826.86,0.2799,60,1975-10-15,FEMALE,ON,RENTER,72000,72000,3.17,4.0,3.0,25.0,14.0,13.0,55.0,20.8861,0.6962,0.15037305555555555,1.780171818181818,0.1527777777777778,326.3648333333333,0.033333173737557516,49,3,57,0
18063,2024-07-29,Active,8800.0,15537.89,8243.29,0.2999,60,1994-08-02,MALE,BC,RENTER,62000,62000,3.83,3.0,3.0,15.0,0.0,0.0,18.0,7.5,0.25,0.13295629032258066,1.7656693181818182,0.14193548387096774,258.96483333333333,0.03333333333333333,30,3,57,0
18111,2024-08-19,Active,13900.0,25492.59,13717.48,0.2899,60,1995-01-21,MALE,BC,RENTER,89000,75000,4.17,3.0,2.0,14.0,0.0,0.0,16.0,9.4118,0.3137,0.18289973333333331,1.8339992805755396,0.18533333333333332,424.8765,0.03333050001062496,29,2,58,0
1215,2022-08-31,Past due,14400.0,24501.73,14474.83,0.2799,52,1972-03-07,FEMALE,ON,HOME OWNER,90000,115000,3.67,0.0,26.0,206.0,63.0,49.0,344.0,13.4026,0.4468,0.12586808695652174,1.7015090277777778,0.12521739130434784,471.18711538461537,0.033336815244803246,52,26,26,0
1865,2023-03-20,Past due,15365.0,22306.04,13346.55,0.2999,60,1995-08-01,MALE,AB,RENTER,89500,89500,2.83,1.0,8.0,76.0,4.0,3.0,91.0,4.7979,0.1599,0.14912346368715082,1.451743573055646,0.1716759776536313,371.76733333333334,0.033327080597761516,29,20,40,0
11169,2023-04-06,Past due,17750.0,28410.73,16623.96,0.2899,57,1972-04-05,MALE,MB,HOME OWNER,110000,110000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0543,0.0018,0.1511269090909091,1.6006045070422534,0.16136363636363638,498.4338596491228,0.03314917127071823,52,19,38,0
15565,2023-12-28,Past due,6550.0,11555.34,6296.29,0.2999,60,1989-08-26,MALE,ON,RENTER,32570,32000,3.83,4.0,1.0,10.0,0.0,0.0,11.0,1.1538,0.0385,0.1967590625,1.7641740458015267,0.2046875,192.589,0.033368001386722135,35,10,50,0
15998,2024-02-02,Past due,12100.0,19083.47,11251.41,0.2699,60,1990-06-05,MALE,ON,RENTER,131000,110900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10145545536519386,1.5771462809917356,0.109107303877367,318.05783333333335,0.0,34,9,51,2
17048,2024-05-10,Past due,21000.0,34348.83,20390.86,0.2499,60,1989-08-11,FEMALE,BC,RENTER,111840,111000,4.17,4.0,3.0,29.0,0.0,0.0,32.0,6.3158,0.2105,0.18370144144144146,1.6356585714285714,0.1891891891891892,572.4805,0.03332911111814813,35,6,54,0
1189,2022-08-12,Repaid,16600.0,0.0,0.0,0.2499,60,1967-07-06,MALE,ON,LIVE WITH FAMILY,43728,44000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37727272727272726,0.0,0.0,57,27,33,1
1361,2022-09-08,Repaid,11000.0,0.0,0.0,0.2999,36,1988-10-19,MALE,ON,RENTER,97500,97500,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11282051282051282,0.0,0.0,36,26,10,1
1409,2022-09-15,Repaid,25000.0,0.0,0.0,0.2699,60,1983-09-30,MALE,ON,HOME OWNER,82278,82500,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30303030303030304,0.0,0.0,41,26,34,1
1746,2023-02-14,Repaid,6200.0,0.0,0.0,0.2999,60,2000-12-31,MALE,ON,RENTER,37398,37500,3.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16533333333333333,0.0,0.0,24,21,39,1
1820,2023-02-23,Repaid,10000.0,0.0,0.0,0.2999,60,1987-04-10,MALE,ON,RENTER,100000,95000,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,37,21,39,1
11182,2023-04-14,Repaid,22200.0,0.0,0.0,0.2999,39,1989-08-11,FEMALE,BC,RENTER,111840,85900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25844004656577413,0.0,0.0,35,19,20,1
11556,2023-05-03,Repaid,4590.0,0.0,0.0,0.2999,57,1998-04-23,MALE,AB,RENTER,60000,60000,2.83,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765,0.0,0.0,26,18,39,1
11706,2023-05-08,Repaid,20000.0,0.0,0.0,0.2999,60,1984-10-12,FEMALE,BC,RENTER,54304,54300,4.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3683241252302026,0.0,0.0,40,18,42,1
11776,2023-05-12,Repaid,13000.0,0.0,0.0,0.2499,60,1974-09-13,MALE,ON,LIVE WITH FAMILY,54200,54200,3.83,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23985239852398524,0.0,0.0,50,18,42,1
11920,2023-05-24,Repaid,13500.0,0.0,0.0,0.2599,60,1980-12-14,FEMALE,AB,LIVE WITH FAMILY,75000,75000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,44,18,42,1
12095,2023-06-05,Repaid,20100.0,0.0,0.0,0.2499,60,1980-04-06,MALE,ON,LIVE WITH FAMILY,74329,74300,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27052489905787347,0.0,0.0,44,17,43,1
12186,2023-06-12,Repaid,12300.0,0.0,0.0,0.2999,60,1994-02-25,FEMALE,ON,RENTER,76916,77000,0.83,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15974025974025974,0.0,0.0,30,17,43,1
13170,2023-07-21,Repaid,12000.0,0.0,0.0,0.2999,60,1996-04-20,MALE,BC,RENTER,55000,55000,4.17,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21818181818181817,0.0,0.0,28,16,44,1
14020,2023-08-29,Repaid,5000.0,0.0,0.0,0.2999,36,1975-10-20,MALE,ON,RENTER,100000,62000,4.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08064516129032258,0.0,0.0,49,14,22,1
14757,2023-10-30,Repaid,9800.0,0.0,0.0,0.2499,60,1993-01-11,FEMALE,BC,RENTER,28000,50800,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19291338582677164,0.0,0.0,31,12,48,1
15341,2023-12-18,Repaid,20000.0,0.0,0.0,0.2899,60,1972-02-15,FEMALE,ON,RENTER,62230,62300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32102728731942215,0.0,0.0,52,11,49,1
15536,2023-12-22,Repaid,13000.0,0.0,0.0,0.2999,60,1991-11-07,MALE,BC,RENTER,57000,55000,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23636363636363636,0.0,0.0,33,11,49,1
15975,2024-01-19,Repaid,5000.0,0.0,0.0,0.2599,36,1993-07-31,MALE,BC,RENTER,45000,45800,3.67,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1091703056768559,0.0,0.0,31,10,26,1
123,2022-07-19,Written off,20479.34,32478.75,18658.79,0.2999,60,1974-10-10,MALE,ON,RENTER,116000,116000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1608516379310345,1.5859275738378287,0.17654603448275863,541.3125,0.0,50,28,32,2
163,2022-07-26,Written off,23500.0,24676.17,24676.16,0.2999,60,1986-02-20,MALE,ON,LIVE WITH FAMILY,70000,70000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3525165714285714,1.0500497872340424,0.3357142857142857,411.2695,0.0,38,28,32,3
1200,2022-08-12,Written off,25000.0,39481.69,22777.45,0.2899,60,1988-08-15,FEMALE,ON,LIVE WITH FAMILY,93000,93000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449188172043011,1.5792676,0.26881720430107525,658.0281666666667,0.0,36,27,33,2
1236,2022-09-01,Written off,20200.0,28617.49,18233.05,0.2999,48,1979-09-30,FEMALE,ON,RENTER,36528,49000,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3721030612244898,1.4167074257425742,0.4122448979591837,596.1977083333334,0.0,45,26,22,3
